id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
847,Scott Walker,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,kimberlyann274,,327,,,"RT @deray: Scott Walker is dangerous. He is deep in his own world and is most comfortable there, it seems. Dangerous. #GOPDebate",,2015-08-07 09:47:38 -0700,629695405085868032,,Eastern Time (US & Canada)
848,No candidate mentioned,0.6347,yes,1.0,Negative,0.6347,None of the above,1.0,,ShrinkGov,,1,,,"Lets not pretend the bar for POTUS is very high now.  Its somewhere between sh*t and syphilis
#GOPDebate #tcot",,2015-08-07 09:47:37 -0700,629695402715934720,Republic of Texas,Central Time (US & Canada)
849,No candidate mentioned,1.0,yes,1.0,Negative,0.6767,Jobs and Economy,0.6825,,SeaBassThePhish,,1,,,S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate,,2015-08-07 09:47:37 -0700,629695401952718848,,Eastern Time (US & Canada)
850,No candidate mentioned,1.0,yes,1.0,Neutral,0.6629999999999999,None of the above,0.6848,,alexandraheuser,,1,,,GOOD POINT  Wait 'til you hear him in a SERIOUS Debate! #GOPDebate #FoxNews  https://t.co/IGhQI3LgH9,,2015-08-07 09:47:37 -0700,629695399259996160,America,
851,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6566,,JLSigman,,4,,,"RT @TananariveDue: As @ShaunKing pointed out, #GOPDebate had a huge audience of POC ready to learn. What we learned was mostly just scary. …",,2015-08-07 09:47:36 -0700,629695397389144064,"Columbia, SC",Quito
852,Scott Walker,0.4344,yes,0.6591,Negative,0.6591,,0.2247,,revtim1911,,38,,,RT @theblaze: Pundits incensed over @megynkelly's abortion question for @ScottWalker during #GOPDebate: http://t.co/m8hAmUusrZ,,2015-08-07 09:47:36 -0700,629695395065561088,,
853,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,Swearengen95,,0,,,I don't give a flying fuck about what Hollywood celebs think about last night's #GOPDebate. They know who they want to win already. F-them.,,2015-08-07 09:47:35 -0700,629695392184168448,Pittsburgh,Eastern Time (US & Canada)
854,Donald Trump,1.0,yes,1.0,Neutral,0.6915,None of the above,1.0,,tincase,,35,,,"RT @fakedansavage: Trump: ""If I'm the nominee, I will not run as an independent."" #GOPDebate",,2015-08-07 09:47:33 -0700,629695386232471552,toronto,Eastern Time (US & Canada)
855,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,0.6477,,eadswins,,1,,,RT @PersianPolitik: @woodruffbets @thedailybeast And you just proved @realDonaldTrump point on bad journalists from the #GOPDebate can't ev…,,2015-08-07 09:47:33 -0700,629695382860247040,,
856,Donald Trump,1.0,yes,1.0,Negative,0.6602,FOX News or Moderators,1.0,,Brent_Burch,,7,,,"RT @ChadHastyRadio: Really, the only people who seem upset with @BretBaier &amp; @megynkelly &amp; FOX are the people who backed Trump. #GOPDebate",,2015-08-07 09:47:33 -0700,629695382503714816,,
857,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.3601,,andreafed,,1,,,@Deb_Libby Half the Republican base has dementia. They probably found it riveting (when not confusing the TV w/the toaster). #GOPDebate,,2015-08-07 09:47:32 -0700,629695381920616448,Southern California,Central Time (US & Canada)
858,No candidate mentioned,0.6714,yes,1.0,Negative,0.6714,None of the above,1.0,,sototallyblahh,,866,,,"RT @marcorubio: This election better be about the future, not the past. #GOPDebate",,2015-08-07 09:47:32 -0700,629695380490469376,813-205,
859,Donald Trump,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),0.6842,,shananigins15,,0,,,"I don't agree with @megynkelly but she is by no means a bimbo, #DonaldTrump.
As a woman, I find Trump's comments disgusting.
#GOPDebate",,2015-08-07 09:47:30 -0700,629695371762012160,Earth,Eastern Time (US & Canada)
860,Chris Christie,1.0,yes,1.0,Negative,0.6707,None of the above,1.0,,kimberlyann274,,206,,,RT @deray: Christie comes across as a bully. But the bully that reminds you that he hurts people because it's in their best interests. #GOP…,,2015-08-07 09:47:28 -0700,629695365583892480,,Eastern Time (US & Canada)
861,Chris Christie,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,bridoc,,0,,,"Chris Christie tried to wrap himself in 9/11 (Giuliani-style) during the #GOPdebate. In doing so, he lied, twice. http://t.co/y6mUdmr66P",,2015-08-07 09:47:28 -0700,629695361494462465,"Washington, DC",Eastern Time (US & Canada)
862,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,EscapeVelo,,103,,,"RT @k_mcq: It’s embarrassing that a brilliant, stunning woman like Megyn Kelly uses SJW, feminist propaganda to attack Republicans. #GOPDeb…",,2015-08-07 09:47:27 -0700,629695359338438656,Twitter,
863,No candidate mentioned,1.0,yes,1.0,Negative,0.6364,FOX News or Moderators,1.0,,DebndanfarrDeb,,7,,,RT @Kerryepp: A debate should be between 2 candidates. Not between a candidate and a moderator. The moderators should be time keepers only.…,,2015-08-07 09:47:27 -0700,629695358721880064,,
864,No candidate mentioned,1.0,yes,1.0,Negative,0.6667,Abortion,0.6774,,pete_908,,0,,,"#GOPDebate why do politicians stick to the same old topics, pro-life, pro-choice? gay marriage. Let it go..These are personal choices!",,2015-08-07 09:47:25 -0700,629695351121911809,NY,Eastern Time (US & Canada)
865,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,kanova,,0,,,"I mean, why should it matter if the questions were unfair? You didn't bother answering them anyway @realDonaldTrump #GOPDebate",,2015-08-07 09:47:25 -0700,629695350748614656,"Atlanta, GA, USA",Eastern Time (US & Canada)
866,No candidate mentioned,0.4689,yes,0.6848,Positive,0.6848,None of the above,0.4689,,unclejer1960,,242,,,"RT @peddoc63: Go Carly📢
Go Carly📢
Go Carly📢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA http://t.co/Pk45i5Zvk0",,2015-08-07 09:47:25 -0700,629695349397925888,Avondale,
867,Rand Paul,0.4123,yes,0.6421,Neutral,0.3263,None of the above,0.4123,,WBBIIISRA,,0,,,Todd Palin &amp; Rand Paul have closed down a Senor Frogs in Puerto Vallarta together after a day of rigorous jet skiing #GOPDebate,,2015-08-07 09:47:24 -0700,629695345891524608,The gym...,Mountain Time (US & Canada)
868,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,tnjg1964,,1,,,RT @Didikatz: Mistake to think #GOPDebate would be fun. Seeing deep sickness US conservatism has become bastardized &amp; spawned by @FoxNews v…,,2015-08-07 09:47:23 -0700,629695344155213824,"Green Bay, Wisconsin",
869,No candidate mentioned,1.0,yes,1.0,Positive,1.0,Jobs and Economy,1.0,,niceredhead,,0,,,"#GOPDebate  Was interesting to watch, some candidates had some good points about the how the economy has change in the 10 yrs .",,2015-08-07 09:47:23 -0700,629695342594818048,minnesota,Central Time (US & Canada)
870,John Kasich,1.0,yes,1.0,Positive,0.6679,None of the above,1.0,,pragmaticgop,,0,,,"Debate Preformances:
Kasich A-
Rubio A-
Carson B+
Christie B+
Trump B
Bush B
Cruz B-
Huckabee B-
Paul C+
Walker C
#GOPDebate #Kasich #Rubio",,2015-08-07 09:47:23 -0700,629695341487632388,,Eastern Time (US & Canada)
871,Donald Trump,0.4207,yes,0.6486,Neutral,0.3401,None of the above,0.4207,,LinFlies,,1,,,RT @WND_TXT: #Trump is a man  who is Substance.A fighter.The Intellectual Class will never be able to understand a hands on person like Tru…,,2015-08-07 09:47:23 -0700,629695341000982528,"San Diego, CA USA",Pacific Time (US & Canada)
872,Donald Trump,1.0,yes,1.0,Neutral,1.0,FOX News or Moderators,1.0,,LAWriter,,0,,,Donald Trump Clashes With Megyn Kelly During #GOPDebate  (Video)   https://t.co/k8h5CZrYMW,,2015-08-07 09:47:22 -0700,629695339730046976,"Los Angeles, CA",Pacific Time (US & Canada)
873,No candidate mentioned,1.0,yes,1.0,Positive,0.3448,LGBT issues,0.6552,,_gunnoe_ya_know,,1972,,,"RT @PhillyD: I went to a gay wedding. 
""Applause""
And there were black people there too!
""Standing ovation""
#GOPDebate",,2015-08-07 09:47:21 -0700,629695334952910848,,
874,Donald Trump,1.0,yes,1.0,Negative,0.6667,None of the above,1.0,,pocarles,,0,,,"After #GOPDebate, @realDonaldTrump still #1 with Twitter but loosing ground. http://t.co/tXiMY82SOQ http://t.co/cVclcb6UBM",,2015-08-07 09:47:19 -0700,629695325834342400,"Palm Beach, Florida",Eastern Time (US & Canada)
875,No candidate mentioned,1.0,yes,1.0,Negative,0.6667,Foreign Policy,1.0,,3694d4b138274a5,,422,,,"RT @kumailn: ""We have the military for a reason. To fuck shit up!!!"" #GOPDebate",,2015-08-07 09:47:19 -0700,629695324341280768,,
876,Donald Trump,1.0,yes,1.0,Neutral,0.6522,None of the above,1.0,,greenspaceguy,,0,,,@joshtpm #GOPDebate https://t.co/AyxbtXwsKR … Money Can't Buy Me Love? Or Can It? -D Trump #Quote,,2015-08-07 09:47:18 -0700,629695323502415872,Michigan,Central Time (US & Canada)
877,Jeb Bush,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,Pavlova__,,64,,,RT @Writeintrump: Jeb Bush refers to himself as Vito Corleone. I always thought he was Fredo.  #GOPDebate,,2015-08-07 09:47:18 -0700,629695320713244672,,Amsterdam
878,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,Women's Issues (not abortion though),0.358,,miss_articulate,,570,,,"RT @maureenjohnson: ""Women or guns? Which are the most people?"" #GOPDebate",,2015-08-07 09:47:18 -0700,629695320407023616,Pennsylvania,Eastern Time (US & Canada)
879,Donald Trump,0.6471,yes,1.0,Negative,1.0,None of the above,1.0,,Tylaskan,,332,,,RT @TamaraCG: My new favorite gif is perfect. #GOPDebate http://t.co/uKdZ8O85Av,,2015-08-07 09:47:17 -0700,629695318242775040,Proverbs 31:25,Eastern Time (US & Canada)
880,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Racial issues,0.6628,,donitalulu,,112,,,RT @Wordplay4Days: @Dreamdefenders were censored for taking these candidates ACTUAL words and posting these. #KKKorGOP #GOPDebate http://t.…,,2015-08-07 09:47:16 -0700,629695314287587328,,
881,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,RBesier,,1,,,"RT @learjetter: #FOXNEWS used crazy&gt; @DWStweets to stir the #drama pot, and that's unprofessional! @FoxNews #GOPDebate 

@JulietteIsabell @…",,2015-08-07 09:47:16 -0700,629695314102870016,Houston,
882,No candidate mentioned,0.4664,yes,0.6829999999999999,Neutral,0.3678,None of the above,0.2512,,mhansle,,33,,,RT @ykhong: Instagram took down @dreamdefenders website for posting real quotes from the #GOPdebate wi… http://t.co/5rEByRJgcK http://t.co/…,,2015-08-07 09:47:16 -0700,629695313188491264,JAM →CAN →JPN,
883,Donald Trump,1.0,yes,1.0,Negative,0.6897,None of the above,1.0,,TheGooseFraba,,399,,,"RT @TheMattFowler: “Mr. Trump, this next question is for you. Please explain this pathetic taking of the Stone Cold Stunner” #GOPDebate htt…",,2015-08-07 09:47:16 -0700,629695311724703744,Texas,Central Time (US & Canada)
884,Donald Trump,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),0.3333,,JamesRiley2,,197,,,"RT @AmyMek: The ONLY way @realDonaldTrump will ever be treated fairly by the media -&gt; 

#GOPDebate http://t.co/5wYduo9v2K",,2015-08-07 09:47:15 -0700,629695311087140866,,Eastern Time (US & Canada)
885,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,StitchJonze,,0,,,@realDonaldTrump hires actors for his announcement. How many did he pay to click the @DRUDGE_REPORT survey ? #GOPDebate #Trump,,2015-08-07 09:47:15 -0700,629695311057977344,ΜΟΛΩΝ ΛΑΒΕ,Eastern Time (US & Canada)
886,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,ResearchRatCT,,5,,,"RT @libertyladyusa: Yes ma'am @ConservVoice @KerryPicket ~&gt; @megynkelly Megyn you disappointed me! 

#GOPDebate 🇺🇸",,2015-08-07 09:47:14 -0700,629695306674909184,,
887,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,MrGusStefano,,88,,,"RT @theLadyGrantham: Don't be Donald Trump dear, it's very middle class. #GOPDebate",,2015-08-07 09:47:13 -0700,629695299108384768,Rio de Janeiro,
888,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,debrajsaunders,,0,,,#GOPdebate: Trump trumps Trump. @realDonaldTrump was biggest loser.    http://t.co/I4T3C2GMZO via @SFGate,,2015-08-07 09:47:12 -0700,629695295169757184,San Francisco Chronicle,
889,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Religion,1.0,,MikeT_CT,,0,,,"I want to point on one more time, that a real question, in a real presidential debate was ""what did God say to you?"" #GOPDebate",,2015-08-07 09:47:12 -0700,629695294653997056,"Connecticut, USA",Eastern Time (US & Canada)
890,Marco Rubio,1.0,yes,1.0,Negative,1.0,Abortion,0.3755,,elvislver56,,12,,,RT @TheBaxterBean: Marco Rubio: Constitutional Right To Choose Was 'Egregiously Flawed Decision' http://t.co/U63WRh7mXN #GOPDebate http://t…,,2015-08-07 09:47:12 -0700,629695294427410433,"Garden Grove, Ca",
891,Scott Walker,1.0,yes,1.0,Positive,0.6279,Jobs and Economy,1.0,,RedRoadRail,,0,,,Scott Walker's Wisconsin Is Seeing The Fastest Shrinking Middle Class In America http://t.co/zoPokedb8L #GOPDebate #VotersFirst #Trump2016,,2015-08-07 09:47:11 -0700,629695294054109184,Missouri & Florida Wisconsin,Mountain Time (US & Canada)
892,No candidate mentioned,0.6235,yes,1.0,Negative,1.0,None of the above,1.0,,imoore8904,,0,,,His supporters don't seem to care he's just as corrupt as the politicians he calls stupid. #GOPDebate  https://t.co/8jnMnzSZBk,,2015-08-07 09:47:11 -0700,629695293584445440,United States,Pacific Time (US & Canada)
893,No candidate mentioned,0.4101,yes,0.6404,Negative,0.6404,,0.2303,,MisteProgram,,0,,,"#gopdebate Carly Fiorina called Hillary a liar 3x on @Hardball_Chris 
Then not more than 5 minutes later, she says she never did that
#Liar",,2015-08-07 09:47:10 -0700,629695287968276480,,Eastern Time (US & Canada)
894,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,MC_Stephenson,,0,,,"I know the audience erupted last night re: @realDonaldTrump and Rosie line of ques, but how could you want that guy for a Prez? #GOPDebate",,2015-08-07 09:47:10 -0700,629695287741710336,"Austin, TX",Quito
895,Marco Rubio,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,JohnPaulPedraza,,0,,,Winners of #GOPDebate Sen. @MarcoRubio &amp; Former @HP CEO @CarlyFiorina by far best Republican Presidential Candidates http://t.co/v9QDpMpkK4,,2015-08-07 09:47:10 -0700,629695287108374528,#Miami & #Colombia,Eastern Time (US & Canada)
896,No candidate mentioned,1.0,yes,1.0,Neutral,0.6403,None of the above,1.0,,CheleM14,,79,,,RT @NancyLeeGrahn: This #GOPDebate is a giant commercial for @HillaryClinton for President. Thank you God.,,2015-08-07 09:47:09 -0700,629695284948250624,,
897,No candidate mentioned,1.0,yes,1.0,Positive,0.3677,None of the above,1.0,,gedda,,40,,,RT @daveanthony: Chewbacca should be up there just roaring every once in a while.  Would fit right in.  #GOPDebate,,2015-08-07 09:47:09 -0700,629695283220344832,Sweden,Stockholm
898,No candidate mentioned,1.0,yes,1.0,Neutral,0.6708,None of the above,1.0,,EscapeVelo,,0,,,#GOPDebate Field seems terrified of mentioning Obama in a negative light.,,2015-08-07 09:47:09 -0700,629695283065008128,Twitter,
899,Donald Trump,0.6882,yes,1.0,Negative,0.6452,None of the above,1.0,,garrulous34,,0,,,"'Political Correctness' is a vile term, and people who invoke it as a slur are cowards. #GOPDebate http://t.co/n8pu1zOVBh",,2015-08-07 09:47:09 -0700,629695282322640896,California,Pacific Time (US & Canada)
900,No candidate mentioned,1.0,yes,1.0,Negative,0.6517,None of the above,1.0,,allen1006,,0,,,established #GOPDebate afraid someone willing to tell the truth would shake DC up https://t.co/MIa5T8YSWP,,2015-08-07 09:47:08 -0700,629695281605427200,,Eastern Time (US & Canada)
901,Rand Paul,0.6595,yes,1.0,Negative,0.6936,Foreign Policy,0.6469,,Pavlova__,,65,,,"RT @Writeintrump: I knew the war in Iraq was a bad idea, just like I knew letting that blind guy cut Rand Paul's hair was a bad idea.  #GOP…",,2015-08-07 09:47:07 -0700,629695277004423169,,Amsterdam
902,No candidate mentioned,1.0,yes,1.0,Positive,0.6778,None of the above,1.0,,Clever_Otter,,0,,,"Yay, social issues next!!! #GOPDebate",,2015-08-07 09:47:07 -0700,629695276383514624,Earth,Mountain Time (US & Canada)
903,No candidate mentioned,0.3943,yes,0.6279,Negative,0.6279,None of the above,0.3943,,WallSarawall38,,3,,,RT @ArtIsWarUSA: #Democrats say Hail Hitlery #Socialist #DeathByDemocrat #Election2016 #StopHillary #GOPDebate #nazi #liberallogic http://t…,,2015-08-07 09:47:06 -0700,629695270180265984,"South Carolina, USA",
904,No candidate mentioned,1.0,yes,1.0,Negative,0.7021,Abortion,0.7021,,Living400lbs,,47,,,"RT @Elevat0rLady: Hopped on FB, and saw my friends recap of the #GOPDebate ... She wins. http://t.co/tpszBViD8O",,2015-08-07 09:47:06 -0700,629695269295099904,"Seattle, WA",Pacific Time (US & Canada)
905,No candidate mentioned,1.0,yes,1.0,Negative,0.6781,FOX News or Moderators,0.3521,,AndreaUpadhya,,58,,,"RT @Mammals_Suck: I am shocked* that over an hour into the #GOPDebate &amp; there have been no Qs about Police Brutality &amp; #BlackLivesMatter 

…",,2015-08-07 09:47:05 -0700,629695265352478720,"Fort Worth, TX",Central America
906,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,DWHignite,,0,,,"Maybe tweeting is just not your game. I know! Let's have a spelling contest with #profanity..U win #GOPDebate 
 https://t.co/9TaLiqmeZH",,2015-08-07 09:47:04 -0700,629695263452626944,,
907,No candidate mentioned,0.4218,yes,0.6495,Negative,0.6495,None of the above,0.4218,,DDRod,,1,,,"RT @JeffSimmons2050: #GOPDebate takeaway – Presence Matters. I see presence as a blend of believability,  articulation of #integrity w/ edg…",,2015-08-07 09:47:04 -0700,629695262781501440,Indianapolis,Eastern Time (US & Canada)
908,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,NathanCJohnson,,0,,,Carly Fiorina Runs Circles Around Chris Matthews Over Hillary's Record - YouTube https://t.co/B9P8WG3ixz #GOPDebate,,2015-08-07 09:47:04 -0700,629695262764576768,Michigan,Eastern Time (US & Canada)
909,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,ariannaisgone,,122,,,RT @JRehling: #GOPDebate Donald Trump is what Bruce Wayne would have turned into if his parents lived.,,2015-08-07 09:47:03 -0700,629695259996495873,Konoha,Pacific Time (US & Canada)
910,No candidate mentioned,1.0,yes,1.0,Positive,0.3563,None of the above,1.0,,paladinette,,1,,,"RT @jphoganorg: After #GOPDebate #FeelTheBern can step over fallen #Hillary2016
#Justice #FBI #FEC to dissect too of 22nd Amendment: http:/…",,2015-08-07 09:47:03 -0700,629695258150834176,"Yukon, Oklahoma",Central Time (US & Canada)
